,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date
3010,1978,Qtr 4,December,17,Boeing,Boeing B 737,Hyderabad India,Airlines Indian,3,1,132,India,1978-12-17
3011,1978,Qtr 4,December,23,McDonnell Douglas,McDonnell Douglas DC 9,Off Cinisi Sicily,Italy Alitalia,0,108,129,Italy,1978-12-23
3012,1978,Qtr 4,December,28,McDonnell Douglas,McDonnell Douglas DC 8,Portland Oregon,Lines Air United,0,10,189,USA,1978-12-28
3013,1979,Qtr 1,January,15,Antonov,Antonov AN 24NCCCP46807,Minsk Russia,Aeroflot,0,13,13,Russia,1979-01-15
3014,1979,Qtr 1,January,24,Nord,Nord 262A 447T,Bechar Algeria,Algerie Air,0,14,23,Algeria,1979-01-24
3015,1979,Qtr 1,January,27,Fokker,Fokker F 27 Friendship 500F,Rodez France,Rouergue Air,0,5,6,France,1979-01-27
3016,1979,Qtr 1,January,30,Boeing,Boeing B 707,125 miles ENE of Tokyo Japan,Varig,0,6,6,Japan,1979-01-30
3017,1979,Qtr 1,February,8,Embraer,Embraer 110C BandeirantePP SBB,Near Agudos Brazil,Regional Aéreas Lineas TAM,0,18,18,Brazil,1979-02-08
3018,1979,Qtr 1,February,12,Vickers,Vickers Viscount 748DVP YND,Near Kariba Rhodesia,Rhodesia Air,0,59,59,Zimbabwe,1979-02-12
3019,1979,Qtr 1,February,12,Nord,Nord 262N29824,Clarksburg West,Airlines VirginiaAllegheny,0,2,25,US,1979-02-12
3020,1979,Qtr 1,February,17,Fokker,Fokker F 27 Friendship 500ZK,Manakau Harbor New,Zealand New ZealandAir,0,2,4,New Zealand,1979-02-17
3021,1979,Qtr 1,February,19,McDonnell Douglas,Douglas DC 3ET,Barentu Ethiopia,Airlines Ethiopian,0,5,5,Ethiopia,1979-02-19
3022,1979,Qtr 1,March,1,Beechcraft,Beech BE 70N777AE,Gulfport Mississippi,Airways Universal,0,8,8,USA,1979-03-01
3023,1979,Qtr 1,March,10,Nord,Aerospatiale Nord 262A 33N418SA,Off Marina del Rey California,Inc. Lines Aire Swift,0,3,7,USA,1979-03-10
3024,1979,Qtr 1,March,14,Hawker Siddeley,Hawker Siddeley Trident 2EB 274,Bejing China,CAAC,32,12,12,China,1979-03-14
3025,1979,Qtr 1,March,14,Boeing,Boeing B 727,Near Doha Airport Qatar,Airlines Jordanian Royal Alia,0,45,64,Qatar,1979-03-14
3026,1979,Qtr 1,March,17,Tupolev,Tupolev TU 104BCCCP,Near Moscow Russia,Aeroflot,0,58,119,Russia,1979-03-17
3027,1979,Qtr 1,March,26,Ilyushin,Ilyushin IL 18DDM,Luanda Angola,Interflug,0,10,10,Angola,1979-03-26
3028,1979,Qtr 1,March,29,Fairchild,Fairchild F 27CF,Ste. Foy PQ,Canada Quebecair,0,17,24,Canada,1979-03-29
3029,1979,Qtr 2,April,14,Grumman,Grumman G 21 GooseN11CS,Off Avalon California,Airlines Catalina,0,1,11,USA,1979-04-14
3030,1979,Qtr 2,April,18,Sikorsky,Sikorsky S61 LN618PA,Newark New,Airways York JerseyNew,0,3,18,New Zealand,1979-04-18
3031,1979,Qtr 2,April,23,Vickers,Vickers Viscount 785DHC AVP,Near Cuenca Ecuador,SAETA,0,57,57,Ecuador,1979-04-23
3032,1979,Qtr 2,May,25,McDonnell Douglas,McDonnell Douglas DC 10,Chicago O'Hare Illinois,Airlines American,2,271,271,USA,1979-05-25
3033,1979,Qtr 2,May,25,De Havilland,de Havilland Canada DHC 4A CaribouN581PA,Bullen Point Alaska,Airmotive Sea,0,3,3,USA,1979-05-25
3034,1979,Qtr 2,May,27,De Havilland,de Havilland Canada DHC 5D Buffalo5T,Off Dakar Senegal,Force Air Mauritanian - Military,0,12,12,Senegal,1979-05-27
3035,1979,Qtr 2,May,30,De Havilland,de Havilland DHC 6,Rockland Maine,Airlines Downeast,0,17,18,USA,1979-05-30
3036,1979,Qtr 2,June,7,Hindustan Aeronautics,Hindustan Aeronautics 748 2MH2178,Near Leh India,Force Air Indian - Military,0,27,27,India,1979-06-07
3037,1979,Qtr 2,June,17,De Havilland,de Havilland Canada DHC 6 Twin Otter 300N383EX,Hyannis Massachusetts,England New Air,0,1,10,USA,1979-06-17
3038,1979,Qtr 3,July,11,Fokker,Fokker F 28 Fellowship 1000PK,Near Medan Airfield Indonesia,Airlines Indonesia Garuda,0,61,61,Indonesia,1979-07-11
3039,1979,Qtr 3,July,12,Britten Norman,Britten Norman BN 2A TrislanderDQ,Bua Fiji,Services Air Fiji,0,9,9,Fiji,1979-07-12
3040,1979,Qtr 3,July,12,Cessna,Cessna 402BN402TH,Anchorage Alaska,Services Air Soldotna,0,7,7,USA,1979-07-12
3041,1979,Qtr 3,July,23,Boeing,Boeing 707 327COD,Beirut Lebanon,Airways Mediterranean Trans,0,6,6,Lebanon,1979-07-23
3042,1979,Qtr 3,July,24,De Havilland,de Havilland DH 114 HeronN575PR,St. Croix Virgin,IslandsPrinair,0,8,21,USA,1979-07-24
3043,1979,Qtr 3,July,31,Hawker Siddeley,Hawker Siddeley HS 748,Off Sumburgh Shetlands,Scotland Dan Air Services,0,17,47,UK,1979-07-31
3044,1979,Qtr 3,August,2,Cessna,Cessna  501 CitationN15NY,Canton Ohio,Private,0,1,3,USA,1979-08-02
3045,1979,Qtr 3,August,3,Let,LET 410M turbojetCCCP 67206,Leningrad USSRAeroflot,,0,14,14,Russia,1979-08-03
3046,1979,Qtr 3,August,4,Hindustan Aeronautics,Hindustan Aeronautics 748 2 224VT,Near Panvel India,Airlines Indian,0,45,45,India,1979-08-04
3047,1979,Qtr 3,August,11,Tupolev,Tupolev TU 134A / Tupolev Tu,Near Volgograd Russia,Aeroflot / Aeroflot,0,178,178,Russia,1979-08-11
3048,1979,Qtr 3,August,24,Antonov,Antonov AN 12CCCP,Near Enisseysk USSRAeroflot,,0,11,16,Russia,1979-08-24
3049,1979,Qtr 3,August,29,Tupolev,Tupolev Tu 124CCCP,Near Kirsanov Russia,Aeroflot,0,63,63,Russia,1979-08-29
3050,1979,Qtr 3,September,3,Antonov,Antonov AN 24CCCP,Andema Russia,Aeroflot,0,40,44,Russia,1979-09-03
3051,1979,Qtr 3,September,11,Boeing,Boeing 707 324CB,Off Taipei Taiwan,(Taiwan) Airlines China,0,6,6,Taiwan,1979-09-11
3052,1979,Qtr 3,September,14,McDonnell Douglas,Douglas DC 7N455SW,Near Klamath Falls Oregon,Inc. Aviation Butler,0,12,12,USA,1979-09-14
3053,1979,Qtr 3,September,14,McDonnell Douglas,McDonnell Douglas DC 9,Near Sarroch,Italiani Transporti ItalyAero,0,31,31,Italy,1979-09-14
3054,1979,Qtr 3,September,18,Britten Norman,Britten Norman BN 7A lslanderC,Blink Horn Point Canada,Airlines Coastal Pacific,0,4,9,Canada,1979-09-18
3055,1979,Qtr 3,September,19,Boeing,Boeing KC 135A58,Merced California,Force Air U.S. - Military,0,5,5,USA,1979-09-19
3056,1979,Qtr 3,September,30,De Havilland,de Havilland Canada DHC 6 Twin Otter 200C,Porpoise Bay British,Air Coast CanadaWest Columbia,0,2,16,UK,1979-09-30
3057,1979,Qtr 4,October,7,McDonnell Douglas,McDonnell Douglas DC 8,Athens Greece,Swissair,0,14,156,Greece,1979-10-07
3058,1979,Qtr 4,October,8,,Piper PA 31N6642L,Covington Kentucky,Comair,0,8,8,USA,1979-10-08
3059,1979,Qtr 4,October,27,Antonov,Antonov An 2TPCCCP,Lensk Russia,Aeroflot,0,3,12,Russia,1979-10-27
3060,1979,Qtr 4,October,31,McDonnell Douglas,McDonnell Douglas DC 10,Mexico City Mexico,Airlines Western,1,72,88,Mexico,1979-10-31
3061,1979,Qtr 4,November,15,Boeing,Boeing B 727?,Near Chicago Illinois,Airlines American,0,0,78,USA,1979-11-15
3062,1979,Qtr 4,November,16,Yakovlev,Yakovlev YAK 40CCCP,Vologda Russia,Aeroflot,0,3,5,Russia,1979-11-16
3063,1979,Qtr 4,November,18,Lockheed Martin,Lockheed L 188CF ElectraN859U,Granger Utah,Airlines Transamerica,0,3,3,USA,1979-11-18
3064,1979,Qtr 4,November,26,Boeing,Boeing B 707,Near At Ta'if Jeddah,Saudi Arabia Pakistan International Airlines,0,156,156,Saudi Arabia,1979-11-26
3065,1979,Qtr 4,November,28,McDonnell Douglas,McDonnell Douglas DC 10,Near Mt. Erebus Ross,Antarctica         Shelf Ice Air New Zealand,0,257,257,Antartica,1979-11-28
3066,1979,Qtr 4,November,30,Grumman,Grumman G 21 GooseHK,San Andres Island Colombia,Gaviola La Aerolineas,0,9,9,Colombia,1979-11-30
3067,1979,Qtr 4,December,9,Antonov,Antonov AN 26CCCP,Cherskiy Russia,Aeroflot,0,7,7,Russia,1979-12-09
3068,1979,Qtr 4,December,12,Lockheed Martin,Martin 404CP 1440,Apolo Bolivia,CAMBA,0,10,11,Bolivia,1979-12-12
3069,1979,Qtr 4,December,18,McDonnell Douglas,Douglas DC 4 (C,Cerro Toledo Mountain Colombia,Satena,0,21,21,Colombia,1979-12-18
3070,1979,Qtr 4,December,22,De Havilland,de Havilland Canada DHC 5 BuffaloFAP,Near Puerto Esperanza Peru,Peru del Aérea Fuerza,0,29,29,Peru,1979-12-22
3071,1979,Qtr 4,December,23,GAF Nomad,GAF Nomad 22BP2 DNL,Menari Papua,Airways GuineaDouglas New,0,16,16,Papua New Guinea,1979-12-23
3072,1979,Qtr 4,December,23,Fokker,Fokker F 28 Fellowship 1000TC,Ankara Turkey,(THY) Airlines Turkish,0,41,45,Turkey,1979-12-23
3073,1980,Qtr 1,January,2,Britten Norman,Britten Norman BN IslanderHH CNC,HaitiHaïti Air Inter,,0,9,9,Haïti,1980-01-02
3074,1980,Qtr 1,January,11,Cessna,Cessna 441 ConquestN442NC,Over the Atlantic OceanPrivate charter,,0,2,2,International Waters,1980-01-11
3075,1980,Qtr 1,January,14,Cessna,Cessna 185AN1690Z,Shungnak Alaska,Service Air Ambler,0,7,9,USA,1980-01-14
3076,1980,Qtr 1,January,21,Boeing,Boeing B 727,Elburz Mtns. near,Iran          Tehran Iran Air,0,128,128,Equatorial Guinea,1980-01-21
3077,1980,Qtr 1,January,23,CASA,CASA 212 Aviocar 100PK PCX,Mt. Cemonyet,Service Air IndonesiaPelita,0,13,13,Italy,1980-01-23
3078,1980,Qtr 1,January,24,Fairchild,Fairchild FH 227H5003,Near Mandalay Burma,Force Air Burma of Union - Military,0,43,44,Myanmar,1980-01-24
3079,1980,Qtr 1,February,3,Yakovlev,Yakovlev YAK 40CU,Baracoa Cuba,Aviacon de Cubana,0,1,37,Cuba,1980-02-03
3080,1980,Qtr 1,February,21,Sikorsky,Sikorsky S 62AN442Y,Leeville Louisiana,Taxi Air - Inc Airs Rotor,0,6,7,USA,1980-02-21
3081,1980,Qtr 1,February,21,Beechcraft,Beechcraft Super King Air 200VH AAV,Sydney NSW,Australia Advance Airlines,0,13,13,Australia,1980-02-21
3082,1980,Qtr 1,February,22,Fairchild,Fairchild C 119G?,Near Agra India,Force Air Indian - Military,1,46,47,India,1980-02-22
3083,1980,Qtr 1,February,27,Boeing,Boeing B 707,Manila Philippines,(Taiwan) Airlines China,0,2,135,Philippines,1980-02-27
3084,1980,Qtr 1,March,14,Ilyushin,Ilyushin IL 62SP,Near Warsaw Poland,Airlines Polish Lot,0,87,87,Poland,1980-03-14
3085,1980,Qtr 1,March,14,Lockheed Martin,Lockheed C 130H74,Near Yenice Turkey,Force Air U.S. - Military,0,18,18,Turkey,1980-03-14
3086,1980,Qtr 1,March,21,,Piper PA 28,Houston Texas,Commuter Eagle,0,7,10,USA,1980-03-21
3087,1980,Qtr 1,March,21,Sikorsky,Sikorsky S 76PT,Off Macae Brazil,VOTEC,0,14,14,Brazil,1980-03-21
3088,1980,Qtr 2,April,12,Boeing,Boeing B 727,Florianopolis Brazil,Transbrasil,0,55,58,Brazil,1980-04-12
3089,1980,Qtr 2,April,14,Antonov,Antonov AN 24BCCCP,Krasnoyarsk Russia,Aeroflot,0,2,53,Russia,1980-04-14
3090,1980,Qtr 2,April,24,Lockheed Martin,Lockheed EC 130E Hercules62,Posht-i-Badam Iran,Force Air U.S. - Military,0,5,7,Iran,1980-04-24
3091,1980,Qtr 2,April,25,Boeing,Boeing B 727,Tenerife Canary,Services Air IslandsDan,0,146,146,Canary Islands,1980-04-25
3092,1980,Qtr 2,April,27,Hawker Siddeley,Hawker Siddeley HS 748,Don Muang Thailand,Airways Thai,0,44,53,Thailand,1980-04-27
3093,1980,Qtr 2,June,2,Fairchild,Fairchild F 27JCP,Near Yachiba Bolivia,Boliviano Aereo Lloyd,0,13,13,Bolivia,1980-06-02
3094,1980,Qtr 2,June,8,Yakovlev,Yakovlev YAK 40D2,Near Matala Angola,Angola de Aereas Lineas,0,29,29,Angola,1980-06-08
3095,1980,Qtr 2,June,12,Swearingen,Swearingen 226TC Metro IIN6505,Valley Nebraska,Wisconsin Air,0,13,15,USA,1980-06-12
3096,1980,Qtr 2,June,12,Yakovlev,Yakovlev YAK 40CCCP,Near Dushanbe Russia,Aeroflot,0,29,29,Russia,1980-06-12
3097,1980,Qtr 2,June,27,McDonnell Douglas,McDonnell Douglas DC 9,Tyrrhenian Sea,Italy         Ustica off Itavia,0,81,81,Italy,1980-06-27
3098,1980,Qtr 3,July,8,Tupolev,Tupolev TU 154BCCCP,Near Alma-Ata Kazakhstan,USSRAeroflot,0,166,166,Kazakhstan,1980-07-08
3099,1980,Qtr 3,August,1,McDonnell Douglas,Douglas DC 8,Cerro Lilio Mexico,Peru del Aeronaves,0,3,7,Mexico,1980-08-01
3100,1980,Qtr 3,August,6,Bell,Bell 205A 1 helicopterN95AL,Houma Louisiana,Logistics Air,0,13,13,USA,1980-08-06
3101,1980,Qtr 3,August,7,Tupolev,Tupolev TU 154B,Nouadhibou Mauretania,TAROM,0,1,168,Mauritania,1980-08-07
3102,1980,Qtr 3,August,19,Lockheed Martin,Lockheed 1011 200 TriStarHZ,Riyadh Saudi,Airlines Arabian ArabiaSaudi,0,301,301,Saudi Arabia,1980-08-19
3103,1980,Qtr 3,August,26,Vickers,Vickers Viscount 812PK IVS,Near Jakarta Indonesia,Airlines Indonesia Bouraq,0,37,37,Indonesia,1980-08-26
3104,1980,Qtr 3,September,5,Lockheed Martin,Lockheed L 100,Near Montelimar France,Force Air Kuwait - Military,0,8,8,France,1980-09-05
3105,1980,Qtr 3,September,10,McDonnell Douglas,Douglas C 47HK,Puerto Olaya Colombia,Colombia Aeronorte,0,3,3,Colombia,1980-09-10
3106,1980,Qtr 3,September,12,McDonnell Douglas,Douglas DC 3N75KW,Off Freeport Bahamas,Airlines Commuter Florida,0,34,34,The Bahamas,1980-09-12
3107,1980,Qtr 3,September,14,,Lockheed Hercules C 1309T,Kindu Zaire,Zaïroise Aérienne Force - Military,0,36,36,Republic of Congo,1980-09-14
3108,1980,Qtr 3,September,15,Lockheed Martin,Lockheed C 130E453,Near Medina Saudi,Force Air Saudi Royal - ArabiaMilitary,0,89,89,Saudi Arabia,1980-09-15
3109,1980,Qtr 3,September,17,De Havilland,de Havilland DHC 5 Buffalo9T,Near Kindu Zaire,Force Air Zairean - Military,0,36,36,Republic of Congo,1980-09-17
3110,1980,Qtr 3,September,30,Antonov,Antonov AN 12VCCCP,Badakshan Afghanistan,Force Air Soviet - Military,0,45,45,Afghanistan,1980-09-30
3111,1980,Qtr 4,November,12,Lockheed Martin,Lockheed C 141A67,Near Cairo Egypt,Force Air U.S. - Military,0,13,13,Egypt,1980-11-12
3112,1980,Qtr 4,November,19,Boeing,Boeing B 747,Seoul South,Airlines KoreaKorean,0,15,226,South Korea,1980-11-19
3113,1980,Qtr 4,November,24,McDonnell Douglas,Douglas C 47A,Near Medellin Colombia,Ados de General Direccion la de F.R.,0,20,20,Colombia,1980-11-24
3114,1980,Qtr 4,November,28,McDonnell Douglas,Douglas DC 7BN816D,Pecos City Texas,Services Air Central,0,2,2,USA,1980-11-28
3115,1980,Qtr 4,December,5,,Piper PA 42 Cheyenne5H,Dar es Salaam Tanzania,Aviation Tanzania,0,10,10,Tanzania,1980-12-05
3116,1980,Qtr 4,December,21,Aérospatiale,Aerospatiale Caravelle 6RHK 1810,Near Rio Hacha Colombia,Caribe del Aereos Transportes,0,70,70,Colombia,1980-12-21
3117,1980,Qtr 4,December,23,Lockheed Martin,Lockheed L 1011,Qatar Qatar,Airlines Arabian Saudi,0,2,291,Qatar,1980-12-23
3118,1981,Qtr 1,January,14,Lockheed Martin,Lockheed C 130E Hercules69,Ramstein AFB West,Force Air U.S. - GermanyMilitary,0,11,11,Germany,1981-01-14
3119,1981,Qtr 1,January,20,Beechcraft,Beechcraft 99AN390CA,Spokane Washington,Airways Cascade,0,7,9,USA,1981-01-20
3120,1981,Qtr 1,February,7,Tupolev,Tupolev TU 104ACCCP,Near Leningrad Russia,Navy Soviet - Military,0,52,52,Russia,1981-02-07
3121,1981,Qtr 1,February,11,Lockheed Martin,Lockheed 1339N520S,White Plains New,Corporate - YorkPrivate,0,8,8,New Zealand,1981-02-11
3122,1981,Qtr 1,February,22,Sikorsky,Sikorsky S 62AN324Y,Avalon California,Taxi Air - Helicopter,0,2,8,USA,1981-02-22
3123,1981,Qtr 1,February,24,Embraer,Embraer 110P BandeirantePT GLB,Belem Brazil,VOTEC,0,11,14,Brazil,1981-02-24
3124,1981,Qtr 1,February,26,Lockheed Martin,Lockheed MC 130E,Off Tabones Island  PhilippinesMilitary - U.S. Air Force,,0,23,24,Philippines,1981-02-26
3125,1981,Qtr 1,March,10,Dassault,Dassault  Breguet Atlantique29,Moroni Comoro,Aviation Naval French - IslandsMilitary,0,18,18,Comor,1981-03-10
3126,1981,Qtr 1,March,15,Boeing,Boeing RC 135S61,Shemya AFB Alaska,Force Air U.S. - Military,0,6,24,USA,1981-03-15
3127,1981,Qtr 1,March,26,Antonov,Antonov AN 24BSP,Redzikowo Poland,Airlines Polish Lot,0,1,52,Poland,1981-03-26
3128,1981,Qtr 2,April,6,McDonnell Douglas,Douglas C 47ACP,Laguna Soliz Bolivia,Urcupina,0,7,7,Bolivia,1981-04-06
3129,1981,Qtr 2,April,7,Learjet,Learjet 23N400PG,Cincinnati Ohio,International Freedom,0,1,2,USA,1981-04-07
3130,1981,Qtr 2,April,17,Cessna,Hadley Page 137Jetstream I / Cessna 206N11360 / N4862F,Loveland Colorado,Private / US Air,0,15,19,USA,1981-04-17
3131,1981,Qtr 2,April,28,Antonov,Antonov An 2TP	 CCCP,Batagay Russia,Aeroflot,0,12,12,Russia,1981-04-28
3132,1981,Qtr 2,April,28,McDonnell Douglas,Douglas C 47A,Pekanbaru Indonesia,Indonesia Airfast - Private,0,15,17,Indonesia,1981-04-28
3133,1981,Qtr 2,May,6,Boeing,Boeing EC 135N61,Near Fredrick Maryland,Force Air U.S. - Military,0,21,21,USA,1981-05-06
3134,1981,Qtr 2,May,7,Rohrbach,BAC One Eleven 529FRLV,Rio de la Plata Argentina,(Argentina) Aeras Lineas Austral,0,31,31,Argentina,1981-05-07
3135,1981,Qtr 2,May,16,Lockheed Martin,Lockheed L 100,Near Menongue Angola,Airlines Angola TAAG,0,4,4,Angola,1981-05-16
3136,1981,Qtr 2,May,21,Convair,Convair CV 440,Pinarete Mountain Mexico,Aereas Lineas,0,24,24,Mexico,1981-05-21
3137,1981,Qtr 2,May,22,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HC,Near Zumba Ecuador,TAME,0,18,18,Ecuador,1981-05-22
3138,1981,Qtr 2,May,29,Lockheed Martin,Lockheed C 130H HerculesSU,Cairo Egypt,Force Air Egyptian - Military,0,17,17,Egypt,1981-05-29
3139,1981,Qtr 2,June,14,Ilyushin,Ilyushin IL 14CCCP,Ust-Barguzin Russia,Aeroflot,0,48,48,Russia,1981-06-14
3140,1981,Qtr 2,June,26,Hawker Siddeley,Hawker Siddeley HS 748G,Nailstone England,Services Air Dan,0,3,3,UK,1981-06-26
3141,1981,Qtr 3,July,18,,Canadair CL 44D4,Near Yerevan Armenia,TAR,0,4,4,Armenia,1981-07-18
3142,1981,Qtr 3,July,20,Fokker,Fokker F 27 Friendship 600RF6O,Mogadishu Somalia,Airlines Somali,0,50,50,Somalia,1981-07-20
3143,1981,Qtr 3,July,24,De Havilland,de Havilland Canada DHC 6 Twin Otter 3005R,MadagascarAir Madagascar,,0,19,19,Madagascar,1981-07-24
3144,1981,Qtr 3,July,25,McDonnell Douglas,Douglas C 53D,Caruru Colombia,Transamazonica,0,5,9,Colombia,1981-07-25
3145,1981,Qtr 3,July,27,McDonnell Douglas,McDonnell Douglas DC 9,Chihuahua Mexico,Aeromexico,0,32,66,Mexico,1981-07-27
3146,1981,Qtr 3,August,22,Boeing,Boeing B 737,Near Sanyi Miao-li,Taiwan Far Eastern Air Transport,0,110,110,Taiwan,1981-08-22
3147,1981,Qtr 3,August,24,Antonov,Antonov AN 24RV / Soviet Air Force TU,Near Zavitinsk Russia,Force Air Russian - Military / Aeroflot,0,31,32,Russia,1981-08-24
3148,1981,Qtr 3,August,27,Vickers,Vickers Viscount 745DHK 1320,Mt. Elena Colombia,Colombia Aeropesca,0,50,50,Colombia,1981-08-27
3149,1981,Qtr 3,August,29,Yakovlev,Yakovlev YAK 40CCCP,Zeya Russia,Aeroflot,0,3,34,Russia,1981-08-29
3150,1981,Qtr 3,September,2,Embraer,Embraer 110P1 BandeiranteHK 2651,Paipa Colombia,Venado el Aereo,0,21,22,Colombia,1981-09-02
3151,1981,Qtr 3,September,18,Yakovlev,Yakovlev YAK 40 / Mil Mi,Zeleznogorsk Russian,Russian - /Military Aeroflot,0,40,40,Russia,1981-09-18
3152,1981,Qtr 3,September,21,Lockheed Martin,Lockheed C 130H Hercules74,Nellis AFB Nevada,Force Air U.S. - Military,0,7,70,USA,1981-09-21
3153,1981,Qtr 3,September,22,Northrop,Northrop F 5A?,Near Babaeski Turkey,Force Air Turkish - Military,40,0,0,Turkey,1981-09-22
3154,1981,Qtr 3,September,29,Lockheed Martin,Lockheed C 130H5,Tehran Iran,Force Air Iranian - Military,20,60,80,Iran,1981-09-29
3155,1981,Qtr 4,October,1,Learjet,Learjet 24N44CJ,Casper Wyoming,Air Train Sky,0,3,3,USA,1981-10-01
3156,1981,Qtr 4,October,6,Fokker,Fokker F 28 Fellowship 4000PH,Moerdijk Netherlands,Maatschappij) Luchtvaart (Nederlandse NLM,0,17,17,Netherlands,1981-10-06
3157,1981,Qtr 4,October,15,Cessna,Cessna 404 TitanOE FCT,Kufstein Austria,Flugdienst Oefag,0,9,9,Austria,1981-10-15
3158,1981,Qtr 4,October,26,Lockheed Martin,Lockheed L 749A ConstellationHI,St. Thomas U.S.,Argo IslandsAerolineas Virgin,0,5,5,USA,1981-10-26
3159,1981,Qtr 4,October,31,De Havilland,de Havilland Canada DHC 6 Twin Otter 300TJ,Bafoussam Cameroon,Airlines Cameroon,0,1,24,Cameroon,1981-10-31
3160,1981,Qtr 4,November,8,McDonnell Douglas,McDonnell Douglas DC 9,Sierra de Guerro Mexico,Aeromexico,0,18,18,Mexico,1981-11-08
3161,1981,Qtr 4,November,16,Tupolev,Tupolev TU 154B,Norilsk Russia,Aeroflot,0,99,167,Russia,1981-11-16
3162,1981,Qtr 4,November,19,Pilatus,Pilatus PC 6/B2,Biratnagar Nepal,Airlines Nepal Royal,0,10,10,Nepal,1981-11-19
3163,1981,Qtr 4,November,30,McDonnell Douglas,Douglas DC 6AN3486F,Castries Saint,Airways IslandGuyana Lucia,0,3,3,Caribbean,1981-11-30
3164,1981,Qtr 4,December,1,McDonnell Douglas,McDonnell Douglas MD 81YU,Mt. San Pietro near,Corsica          Ajaccio,0,180,180,Equatorial Guinea,1981-12-01
3165,1981,Qtr 4,December,5,Beechcraft,Beech C 45HN8185H,Honolulu Hawaii,show air Parajump - Private,0,11,12,USA,1981-12-05
3166,1981,Qtr 4,December,16,Aérospatiale,Aerospatiale Puma9M SSC,Kuala Belait Brunei,Helicopters Bristow,0,12,12,Brunei,1981-12-16
3167,1981,Qtr 4,December,18,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HK,Near Covenas Colombia,Colombia ACES,0,13,13,Colombia,1981-12-18
3168,1982,Qtr 1,January,7,Let,LET  410M TurbojetCCCP 67290,Near Gelendzhik USSRAeroflot,,0,18,18,Russia,1982-01-07
3169,1982,Qtr 1,January,13,Boeing,Boeing B 737,Washington D.C.Air,Florida,4,74,79,USA,1982-01-13
3170,1982,Qtr 1,January,14,Antonov,Antonov AN 2671383,Near Addis Ababa Ethiopia,Force Air Ethiopian - Military,0,73,73,Ethiopia,1982-01-14
3171,1982,Qtr 1,January,23,McDonnell Douglas,McDonnell Douglas DC 10,Logan Airport,Massachusetts          Boston World Airways,0,2,212,USA,1982-01-23
3172,1982,Qtr 1,January,25,Antonov,Antonov AN 24RVYR,Constanta Romania,TAROM,0,7,7,Romania,1982-01-25
3173,1982,Qtr 1,February,3,Nord,Nord 2501 Noratlas140/88JA,Djibouti Djbouti,Force Air French - Military,0,35,35,Djibouti,1982-02-03
3174,1982,Qtr 1,February,6,Fairchild,Fairchild C 123?,Island of Cheju South,Force Air Korea South of Republic - KoreaMilitary,0,53,53,South Korea,1982-02-06
3175,1982,Qtr 1,February,7,Fairchild,Fairchild C 119G?,Near Srinagar India,Force Air Indian - Military,0,23,23,India,1982-02-07
3176,1982,Qtr 1,February,9,McDonnell Douglas,Douglas DC 3 (C,Mt. Ipao Philippines,Services Air Trans,0,3,32,Philippines,1982-02-09
3177,1982,Qtr 1,February,9,McDonnell Douglas,McDonnell Douglas DC 8,Tokyo Japan,Lines Air Japan,0,24,174,Japan,1982-02-09
3178,1982,Qtr 1,February,19,McDonnell Douglas,Douglas DC 6BFHK,Cerro el Tablazo Colombia,Columbia LAC,0,4,4,Colombia,1982-02-19
3179,1982,Qtr 1,February,21,De Havilland,de Havilland DHC  6,Providence Rhode,Airlines IslandPilgrim,0,1,12,USA,1982-02-21
3180,1982,Qtr 1,March,11,De Havilland,de Havilland Canada DHC 6 Twin Otter 300LN,Mehamn Norway,Flyveselksap Wideroe's,0,15,15,Norway,1982-03-11
3181,1982,Qtr 1,March,19,Beechcraft,Beechcraft Bonanza F35N567LT,Leesburg Florida,Private,0,3,3,USA,1982-03-19
3182,1982,Qtr 1,March,19,Boeing,Boeing KC 135C58,Near Woodstock Illinois,Force Air U.S. - Military,0,27,27,USA,1982-03-19
3183,1982,Qtr 1,March,20,Fokker,Fokker F 28 Fellowship 1000PK,Branti Airport Indonesia,Airlines Indonesia Garuda,0,27,27,Indonesia,1982-03-20
3184,1982,Qtr 1,March,26,Vickers,Vickers Viscount 745DHK 2382,Queate Colombia,Colombia Aeropesca,0,21,21,Colombia,1982-03-26
3185,1982,Qtr 2,April,11,,Hughes 369DN11058,Near Tanana Alaska,Copters Tundra - Taxi Air,0,3,3,USA,1982-04-11
3186,1982,Qtr 2,April,13,Lockheed Martin,Lockheed C 130H74,Near Erzurum Turkey,Force Air U.S. - Military,0,27,27,Turkey,1982-04-13
3187,1982,Qtr 2,April,26,Hawker Siddeley,Hawker Siddeley Trident 2EB 266,Near Yangshuo Guangxi,China CAAC,0,112,112,China,1982-04-26
3188,1982,Qtr 2,April,30,Sikorsky,Sikorsky S 76C,Gulf of ThailandOkanagan Helicopters,,0,13,13,International Waters,1982-04-30
3189,1982,Qtr 2,May,9,De Havilland,de Havilland Canada DHC 7,Off Aden Yemen,Alyemda,0,47,49,Yemen,1982-05-09
